storenum	studentid	year	month	day	hour	minute	money
9		2014013016	2015	9	12	22	12	-8.38
14		2013011094	2015	10	8	9	39	-11.66
11		2012010391	2016	9	14	5	8	-8.16
1		2012013812	2016	11	1	2	19	-8.97
4		2013012164	2016	3	7	23	43	-22.29
13		2015013859	2016	7	15	2	22	-4.25
13		2012012662	2015	10	18	21	59	-14.51
4		2015011611	2015	1	11	23	56	-21.77
11		2013010409	2016	1	2	10	50	-14.93
14		2015013689	2016	9	26	0	32	-5.17
8		2012013773	2015	5	13	16	55	-11.01
4		2013011109	2015	3	23	15	14	-18.74
1		2013010275	2016	7	25	7	49	-10.44
11		2012012299	2015	6	22	6	13	-5.89
8		2014010739	2016	10	8	5	18	49.22
13		2013010901	2016	4	13	1	50	-20.82
13		2013011029	2016	7	28	7	22	-6.97
8		2015012610	2015	11	25	18	35	108.18
10		2013010396	2015	6	2	19	50	-7.99
1		2014011718	2016	9	15	5	11	-16.00
1		2013013196	2016	11	12	2	18	-18.08
7		2013010381	2016	7	29	16	35	-7.12
13		2015011237	2015	1	27	4	40	-14.88
13		2012011506	2016	6	21	21	6	-21.98
7		2015010078	2016	6	1	22	40	61.97
14		2015013154	2015	1	22	6	20	-14.32
5		2015013444	2015	6	5	9	22	-16.28
13		2012013253	2015	10	16	23	59	-10.79
12		2012010775	2016	10	10	11	45	-6.32
14		2012012933	2016	11	29	9	3	-12.17
3		2012013876	2016	2	28	14	8	-22.71
12		2015013654	2015	4	15	1	34	-10.45
12		2012010379	2015	5	29	5	52	-22.87
6		2013010763	2016	5	15	7	13	-21.21
3		2014011356	2015	9	24	23	15	350.45
11		2015012529	2015	11	1	13	2	-20.35
14		2013010262	2016	2	21	17	7	-19.23
5		2015010873	2016	7	16	21	43	-6.11
4		2012013864	2015	11	16	19	2	-18.50
4		2014011204	2015	8	10	14	25	152.89
11		2015011193	2015	9	27	12	37	-3.00
5		2013013180	2016	6	27	20	24	-17.17
12		2014011525	2015	11	9	17	47	-19.50
13		2015010182	2016	10	28	3	33	-5.02
11		2014011219	2016	10	26	17	37	-14.72
13		2012013179	2016	2	6	15	41	237.45
12		2012010635	2015	10	24	1	37	-5.03
14		2015012332	2015	1	9	19	5	-6.59
8		2012012887	2016	10	29	2	36	-7.47
1		2012013640	2016	9	9	0	10	-20.35
13		2015010832	2015	7	18	20	49	194.93
13		2015010106	2015	6	10	10	19	-7.03
10		2015010238	2016	7	8	16	55	-12.44
8		2012013600	2016	2	26	10	26	-13.37
9		2015011987	2015	1	28	6	58	-7.52
11		2015013691	2015	1	19	18	57	-20.83
8		2014012335	2016	6	1	15	33	-15.59
13		2012010278	2016	5	1	17	11	-19.09
2		2013010865	2015	4	18	11	20	-20.91
3		2015010397	2016	12	8	20	22	-16.16
3		2014012877	2015	6	13	12	42	-11.09
5		2013013641	2015	4	7	16	51	-17.58
6		2014011175	2016	8	3	1	25	-11.60
11		2012012920	2015	4	14	8	34	-15.01
8		2015011886	2015	6	18	1	14	-7.15
12		2013011756	2015	5	13	3	43	-13.58
13		2015010680	2016	10	11	13	0	-3.32
5		2013010971	2016	6	16	3	21	-5.85
9		2014011470	2015	6	19	11	32	-22.62
1		2014013070	2015	3	30	5	7	142.48
14		2014011780	2016	1	21	8	57	147.69
9		2015012870	2015	5	21	0	24	-5.92
6		2013013622	2015	2	17	1	45	-14.51
4		2013011755	2016	7	22	20	13	-18.50
8		2014012242	2015	12	27	3	37	-22.93
12		2014010374	2016	9	5	17	53	-7.17
4		2014013050	2015	12	1	8	14	403.23
4		2014013797	2016	12	31	11	1	-14.92
1		2015012959	2016	5	1	1	13	-16.22
11		2013011071	2015	10	8	14	44	-22.77
7		2013013844	2016	12	9	21	29	-15.42
3		2013010627	2016	9	24	23	20	-22.94
3		2013012851	2016	6	16	5	1	-12.91
8		2012012229	2016	5	5	14	6	-12.74
14		2014010558	2016	1	26	3	19	-5.37
1		2013011534	2016	1	28	6	16	-15.91
10		2013012103	2016	10	9	12	31	-20.92
7		2012012141	2015	6	16	6	6	-3.75
3		2013010266	2015	5	15	13	22	-20.31
4		2012011353	2016	3	14	11	28	297.91
9		2012012543	2016	6	18	12	37	-3.89
1		2012011532	2015	7	30	23	45	-5.38
6		2014011120	2015	12	22	23	56	-16.32
9		2012012571	2015	8	31	22	56	-14.35
7		2015013081	2015	4	26	5	7	-10.31
1		2014010653	2015	4	14	4	26	-19.27
7		2015013215	2015	5	16	1	0	-12.47
14		2013013442	2015	6	6	4	32	-11.90
3		2015013063	2016	9	8	22	29	318.84
12		2015010787	2016	4	15	3	10	-4.19
12		2012013113	2016	6	9	19	59	-7.18
4		2015010991	2015	3	27	10	52	270.62
10		2015012123	2015	7	17	12	44	-19.20
6		2014010130	2016	7	14	11	21	-3.11
6		2015011893	2015	3	3	0	42	116.84
8		2014010124	2015	10	3	7	51	-18.95
4		2014011664	2016	9	7	15	46	-15.68
10		2015013003	2016	9	29	23	38	-12.14
1		2013012238	2016	1	4	4	27	-11.32
4		2012010505	2016	8	7	1	13	-3.28
13		2014012718	2015	6	20	6	11	-21.10
14		2012012612	2016	10	3	9	55	-4.92
8		2012013296	2016	11	15	16	21	-3.42
10		2013011466	2015	1	20	16	33	15.12
10		2013012208	2015	2	9	21	53	174.38
3		2013010113	2016	7	3	9	16	351.50
8		2013010141	2016	3	26	8	52	-13.65
11		2013011424	2015	8	31	9	56	-18.51
12		2014011097	2015	11	20	20	49	-5.72
1		2012013000	2015	8	19	7	32	-3.34
7		2015011934	2016	5	26	10	29	-10.08
6		2014010762	2016	9	20	13	42	-5.45
13		2012013054	2015	4	16	18	56	-21.81
14		2014012236	2015	2	27	15	41	218.87
7		2013011547	2015	5	25	3	10	-18.29
9		2015010290	2016	10	4	11	46	198.42
2		2013013851	2015	3	3	1	43	-7.51
14		2012010117	2015	3	31	20	38	-10.29
5		2013012013	2015	11	10	13	41	-17.13
4		2013013509	2016	4	17	10	4	-15.76
2		2014011549	2016	1	6	20	10	-9.80
7		2012010749	2015	4	12	7	18	-7.29
9		2014011401	2015	8	9	19	41	268.41
3		2012013740	2015	4	17	19	49	-18.77
11		2013010534	2015	9	18	7	1	332.46
4		2012012382	2016	7	8	17	47	-18.09
11		2012010808	2016	11	28	1	57	-9.41
13		2013012747	2016	12	21	13	43	-18.45
1		2012012610	2016	9	23	14	53	-4.53
10		2012012607	2015	9	7	6	35	-5.81
6		2014011134	2015	12	19	22	51	-12.20
14		2014010418	2016	6	1	18	38	-18.14
7		2013011217	2016	1	12	16	51	-20.32
1		2015013325	2016	6	19	20	26	-20.68
11		2015011076	2016	8	11	11	21	-18.11
1		2014012966	2015	7	29	10	10	-7.56
10		2013010937	2016	8	12	13	46	-22.21
8		2013010843	2015	7	8	12	40	-18.49
6		2012011658	2015	5	13	17	20	-11.94
8		2015010205	2016	12	31	22	46	-19.60
12		2012013209	2015	4	15	23	41	-15.79
1		2014010952	2016	12	3	15	29	-11.29
1		2013010279	2016	8	30	6	28	-6.79
9		2013013674	2016	10	16	14	1	-10.24
8		2013013290	2015	4	4	14	53	-7.05
7		2013013048	2016	2	3	4	50	-20.30
10		2014012054	2015	9	29	16	51	-21.85
7		2012011899	2016	2	12	22	23	-3.78
12		2015012469	2015	8	5	15	56	-22.45
9		2014013288	2015	10	25	16	34	-14.93
7		2013010297	2015	5	23	6	20	-13.76
8		2012010256	2016	4	23	6	7	-5.57
3		2013010162	2015	6	2	5	16	-22.49
14		2013012222	2015	7	9	14	33	-17.35
10		2013010000	2016	10	8	11	52	-5.77
4		2015010788	2016	8	18	1	3	-7.86
5		2014013620	2015	3	6	16	11	-15.89
10		2012012864	2016	8	15	1	12	-5.93
6		2013010141	2016	11	13	12	4	-9.33
8		2015012233	2016	1	24	15	20	-13.75
10		2015010909	2016	8	21	5	15	-4.77
10		2015010220	2015	2	19	14	54	310.62
12		2014012546	2015	6	21	4	8	-22.66
12		2014011153	2015	2	12	6	46	-5.12
10		2015012156	2016	2	8	23	44	-17.44
2		2014010620	2015	10	24	23	9	-7.74
9		2013011351	2016	2	25	15	55	-17.50
10		2014010254	2015	2	25	14	34	-7.11
12		2012011916	2016	2	7	21	51	-12.42
10		2012010828	2015	6	7	21	56	-15.20
12		2012013533	2015	5	13	21	29	-16.75
14		2013011718	2015	3	20	11	43	264.23
13		2013013375	2016	2	20	13	42	-16.02
12		2014010289	2015	1	27	21	31	-15.70
9		2015013474	2015	3	3	15	41	-4.78
2		2014011072	2015	9	30	7	30	-3.92
1		2012012618	2015	12	23	8	41	-11.75
7		2014010023	2016	2	14	14	4	-11.91
10		2014013325	2016	7	21	22	17	-12.99
5		2012012998	2016	4	29	16	13	-4.37
2		2013012647	2015	4	6	21	11	-15.69
13		2012013778	2016	8	26	16	26	-9.74
1		2014013621	2016	10	11	2	31	-5.73
8		2015011200	2015	4	14	16	46	381.92
13		2014011401	2016	4	4	10	26	-12.95
6		2012012124	2015	12	10	0	11	-11.46
3		2013013794	2015	9	29	9	38	-18.86
5		2013012503	2015	4	30	3	48	-10.45
1		2013013212	2016	10	18	8	56	-4.11
14		2014012087	2016	3	3	2	34	13.09
9		2014012432	2015	11	23	2	32	-10.09
3		2014013542	2016	9	21	21	54	-9.74
9		2015013369	2016	7	23	15	35	-15.40
11		2015010229	2016	12	17	0	49	110.29
7		2012013467	2015	11	29	17	1	-17.62
3		2014011761	2016	4	11	20	40	-14.18
14		2014011459	2016	9	6	3	14	-4.66
12		2014013851	2016	5	2	2	35	-4.20
4		2012010925	2016	3	24	19	4	-11.62
8		2015013103	2016	5	16	3	37	-4.09
5		2014011034	2016	3	13	21	17	-16.75
6		2014011398	2015	7	2	14	6	-21.67
8		2013013842	2016	10	14	20	5	-7.45
11		2013010263	2015	2	15	8	38	-5.79
9		2012013590	2015	8	12	5	1	-18.53
7		2012010075	2015	7	24	16	3	-15.06
3		2012013762	2015	6	8	23	59	-7.68
13		2013010957	2015	4	5	8	4	152.64
6		2015013588	2016	3	14	15	44	-22.85
1		2015011983	2015	7	23	13	47	-21.18
7		2013010229	2016	5	21	6	31	-12.95
1		2014012150	2015	5	14	17	44	384.43
4		2015011929	2015	2	21	4	32	-6.07
5		2015010143	2016	6	14	12	57	-3.71
5		2013010040	2016	4	7	4	17	-16.06
14		2015012808	2016	9	29	15	44	-21.54
12		2014011580	2015	12	18	3	58	-7.01
1		2015010733	2015	12	13	5	27	-15.60
14		2013011717	2016	1	6	23	29	-22.46
2		2014012759	2016	9	10	10	51	-21.41
8		2013011337	2015	5	22	15	49	-16.73
1		2015010802	2016	8	22	6	50	-19.44
12		2014013659	2015	6	4	18	5	-13.88
11		2014010545	2016	9	29	23	38	-8.17
2		2012011242	2015	1	6	11	22	-13.93
5		2013013382	2015	10	11	2	21	-8.06
13		2013013676	2016	3	6	2	26	393.24
8		2015011887	2015	8	1	13	37	-10.87
5		2013012149	2015	3	17	11	59	-9.78
6		2014012305	2015	7	30	5	14	-15.91
4		2013011743	2015	9	29	23	40	-6.52
9		2015012437	2015	6	20	10	16	-19.29
2		2015011258	2016	12	10	21	27	-16.77
5		2012011011	2015	11	8	21	39	-8.19
5		2014011118	2016	11	20	22	2	-13.62
11		2012013275	2016	6	28	22	51	-8.01
1		2013011211	2015	6	20	1	9	-7.72
8		2013012751	2015	12	9	10	33	-16.61
13		2013010055	2015	8	6	13	50	-4.54
14		2013013376	2015	10	14	8	19	-12.72
2		2012013322	2015	6	24	13	9	-17.37
10		2015010035	2015	8	17	9	42	-3.47
5		2014011357	2015	9	26	7	13	-12.82
11		2013010120	2016	3	12	15	58	-10.89
11		2013010214	2015	10	9	12	26	-8.34
8		2014013643	2015	4	29	4	20	-14.54
2		2013013014	2016	9	28	1	26	-3.54
4		2013012161	2015	12	13	20	29	-4.30
4		2014012521	2015	9	13	15	33	-19.65
2		2014012483	2015	6	26	21	39	-8.34
6		2013011095	2015	10	31	13	39	-4.63
13		2013013818	2015	5	25	5	4	-5.63
12		2012013184	2015	1	21	13	37	-21.99
9		2014013139	2015	6	25	4	44	-15.26
8		2013013336	2016	2	3	12	28	-22.22
10		2013011035	2016	7	24	11	58	-12.93
2		2014010659	2016	10	2	16	40	319.30
10		2012011278	2016	9	28	22	13	-18.77
5		2012012605	2015	10	28	17	15	-15.89
3		2013011847	2016	3	3	16	11	-13.48
8		2012011044	2016	8	4	8	24	-13.19
6		2014012718	2016	6	20	8	12	-5.79
8		2015011480	2015	10	23	20	52	-11.31
10		2014013863	2016	4	21	18	26	-16.04
3		2015010938	2016	11	29	13	34	-10.16
4		2013011478	2016	10	27	12	30	-21.94
4		2012012108	2015	5	1	12	22	-22.73
12		2014011654	2015	9	19	13	11	-3.61
10		2015010695	2015	8	18	7	36	-21.31
5		2012013195	2016	10	17	10	9	274.68
7		2013011070	2016	2	2	18	14	-14.07
1		2012010426	2016	11	15	0	59	65.29
6		2013010557	2016	8	19	16	49	-6.15
1		2015012675	2016	10	22	10	34	-12.11
13		2014012450	2016	12	8	2	43	-13.19
14		2012012203	2015	7	30	5	57	-11.35
14		2015011368	2016	12	19	12	9	-11.24
13		2013010851	2016	1	5	16	47	-12.70
6		2015013040	2015	7	2	11	10	-5.22
1		2012011654	2016	7	27	14	18	-17.61
11		2012012193	2015	4	21	0	42	-8.21
7		2015011900	2016	7	6	0	29	-22.85
6		2014012672	2016	7	7	9	47	-5.89
11		2015010816	2016	2	12	5	56	-21.98
13		2013013069	2016	12	7	1	57	-6.04
14		2015010961	2015	6	19	20	48	-4.54
13		2012011450	2015	1	19	17	23	-12.03
1		2013010147	2015	9	10	12	5	-15.37
2		2013012330	2016	2	13	23	44	-10.21
1		2012010615	2015	12	8	3	3	-19.50
1		2014012475	2016	3	7	21	32	-19.76
5		2012011784	2015	7	9	22	13	-3.25
14		2015012018	2015	6	21	2	12	-14.31
13		2015011894	2016	8	22	11	26	-17.17
13		2014011384	2016	12	2	9	30	49.75
9		2014011902	2015	3	29	21	3	236.45
10		2014013128	2015	7	12	20	6	-8.36
14		2013012538	2016	7	10	1	21	-15.02
4		2014012317	2016	12	24	14	52	-9.71
13		2015010201	2015	5	5	12	20	-11.58
2		2012013383	2016	11	17	16	2	-14.93
3		2013010428	2015	5	9	8	47	-18.29
9		2013011925	2016	5	4	21	47	43.71
14		2012010455	2016	3	2	7	5	-12.99
4		2012013441	2016	9	2	17	4	-19.13
2		2013012295	2016	1	8	8	43	-12.92
2		2012011271	2015	10	22	14	25	-22.90
13		2013012628	2016	9	20	9	16	-3.36
9		2013012281	2015	5	20	6	23	-9.11
9		2013013505	2015	1	8	0	58	313.71
3		2015010417	2015	3	12	17	25	-19.96
5		2015010436	2016	12	10	14	26	-20.67
5		2014010175	2016	3	15	4	18	-18.58
3		2012011567	2016	6	30	6	42	-22.47
8		2012012942	2016	2	20	21	21	-4.62
13		2013010418	2015	10	15	17	50	-15.99
4		2012013172	2015	8	17	5	48	295.02
9		2015010444	2016	11	23	6	29	-12.74
12		2015012286	2015	8	2	0	36	-15.92
5		2012013038	2016	5	15	16	48	-13.38
1		2013012341	2016	6	23	0	59	-9.83
5		2013012076	2015	8	9	0	9	-16.58
12		2015011257	2016	3	12	23	17	-16.62
8		2012011710	2015	1	2	6	47	-3.37
6		2015010448	2016	3	29	17	9	-18.40
11		2015011580	2016	5	6	7	55	-4.11
11		2012013140	2016	3	29	14	44	-21.36
7		2013011857	2015	11	13	16	0	196.13
6		2012012365	2015	4	6	3	34	-8.60
10		2012010253	2015	11	20	14	58	-6.41
4		2013012367	2015	8	28	10	40	-6.42
12		2015010448	2016	9	18	20	41	-4.97
3		2015013690	2016	6	15	3	40	-12.84
8		2013013079	2015	10	30	12	10	353.26
3		2012012079	2016	11	22	22	29	-3.90
3		2014010722	2016	2	15	6	52	-19.89
13		2015010665	2016	5	4	0	41	-7.02
14		2012011639	2015	8	8	11	45	396.03
4		2013011468	2015	7	3	19	3	-20.27
4		2014011722	2015	6	30	4	0	-22.81
13		2015012242	2015	12	8	16	9	-4.56
4		2013010227	2016	5	12	13	57	-3.17
8		2012010545	2016	12	5	12	23	-9.23
9		2013012167	2016	9	21	11	33	-8.47
2		2015013893	2015	12	17	20	56	-9.36
9		2012013524	2015	12	31	23	46	-7.86
14		2014013523	2016	1	7	0	44	-10.12
13		2013011355	2016	7	27	3	55	-9.81
12		2013011797	2015	5	14	7	51	-7.31
13		2012012536	2016	10	14	18	57	-5.33
13		2013012803	2016	3	18	17	21	-4.20
14		2012013775	2015	9	23	15	5	-4.32
6		2014011489	2016	9	3	3	44	-11.76
12		2012011137	2016	8	28	15	53	-12.87
12		2014012043	2016	7	10	5	34	142.05
7		2012010703	2016	6	2	1	34	-22.76
7		2014011865	2016	6	8	21	59	-3.75
2		2013012198	2016	2	3	2	13	-12.75
2		2015011067	2015	5	24	20	48	-21.99
12		2013011081	2015	1	27	21	52	207.52
4		2013011029	2015	11	27	2	23	-13.25
10		2015011074	2016	1	20	18	39	-19.05
9		2013012536	2015	4	12	2	50	-7.89
4		2013012991	2015	8	31	20	51	-10.77
12		2012012283	2016	2	12	10	38	-10.58
7		2015012082	2016	1	23	6	59	-18.09
5		2015011421	2016	1	9	21	12	-10.49
6		2014010708	2015	4	8	12	17	-11.28
2		2012011271	2015	1	9	4	4	-5.33
9		2013011379	2015	4	19	19	36	-18.77
7		2012011677	2016	6	11	1	9	-7.87
4		2015010446	2016	8	2	21	0	-8.58
9		2014012130	2015	9	13	11	30	11.83
11		2013010139	2016	5	24	5	59	160.76
2		2015011501	2015	12	19	11	16	-6.91
12		2015013358	2016	12	14	22	52	-6.90
9		2014012881	2015	11	19	8	34	-17.31
8		2012011466	2016	1	15	12	8	-13.85
5		2013011018	2016	5	31	19	58	-3.18
6		2015012992	2016	8	15	16	21	17.66
14		2012012779	2015	9	10	8	25	-12.60
14		2013010625	2016	10	28	0	6	99.55
2		2015013493	2015	2	9	5	16	-7.52
11		2013010979	2016	12	4	18	27	-15.34
13		2012011418	2015	7	23	7	28	-12.08
6		2012012862	2016	5	30	23	17	-11.19
7		2015011345	2016	4	15	18	39	224.56
4		2014011604	2016	12	24	15	25	-21.28
5		2013010167	2015	4	27	5	35	-3.55
4		2014013643	2016	2	21	5	38	-3.95
2		2015010857	2016	12	15	2	0	-13.19
7		2012013809	2016	11	2	12	3	-10.21
9		2013013112	2016	11	25	1	24	-22.75
5		2013013109	2015	10	26	5	38	-17.40
8		2013012752	2016	10	9	13	46	-9.68
4		2014012060	2016	4	11	5	44	-16.99
6		2015013793	2016	2	18	12	11	-16.64
9		2015012647	2016	1	8	6	34	-20.08
7		2014010281	2016	2	5	3	56	-10.63
11		2012012836	2015	6	2	18	7	-6.60
1		2014011837	2016	8	8	15	22	-11.67
7		2014010075	2016	8	30	9	19	-4.40
11		2014010187	2015	4	28	17	27	-10.09
13		2014010392	2015	9	18	5	52	-8.21
5		2012012891	2015	1	4	7	47	-17.43
4		2014013239	2016	4	6	1	37	-7.56
6		2015010188	2015	5	5	6	16	-14.57
14		2013012701	2016	12	10	7	34	-10.27
9		2013011557	2015	6	23	16	48	-7.58
11		2015011051	2015	4	29	11	54	-13.55
7		2012010248	2015	1	13	21	26	279.13
8		2013013757	2016	12	13	18	42	-8.31
1		2013011415	2016	6	19	16	7	-5.17
1		2015013175	2015	4	22	8	49	-12.05
10		2012012952	2016	8	23	11	28	-3.27
8		2013013250	2016	1	19	9	7	-17.81
12		2015011483	2015	9	4	14	42	-9.62
6		2014013208	2016	3	15	16	2	-22.88
12		2012013128	2015	9	4	11	29	-22.12
12		2012010856	2016	1	3	7	16	-18.46
2		2013011777	2016	12	8	3	45	-4.98
3		2012012916	2015	2	8	1	43	-16.69
4		2013011603	2016	10	4	8	27	-12.52
7		2015012426	2015	6	6	20	50	-4.28
11		2013010950	2015	8	1	23	49	-9.70
11		2015010826	2016	6	16	6	3	-20.52
10		2013013397	2015	12	29	20	24	-15.24
6		2014013418	2016	4	3	15	31	-8.94
4		2012013549	2015	6	19	8	40	-6.77
1		2014010088	2015	10	2	21	11	-7.89
11		2012010990	2016	4	20	23	49	-9.21
5		2012010051	2016	2	23	23	42	-17.40
7		2013012124	2016	6	11	7	55	-8.12
12		2014010447	2015	1	21	3	27	-13.05
4		2015010405	2016	6	20	2	46	-13.54
5		2014012215	2016	11	16	19	33	-20.57
4		2014010827	2015	7	1	20	43	232.18
6		2015010433	2016	11	1	10	51	-16.05
11		2013011022	2016	5	17	21	51	-10.48
7		2015010306	2015	9	24	13	23	-16.75
11		2015011243	2015	7	7	19	59	-13.51
9		2013010354	2015	2	5	22	58	-17.30
2		2012011824	2015	7	28	14	0	-3.84
11		2013011945	2015	1	19	9	42	-21.94
3		2012010061	2015	12	28	6	13	-6.61
12		2012010154	2015	3	31	3	45	-9.53
11		2013011017	2015	11	13	19	4	-17.49
4		2015012671	2015	2	1	11	39	-19.52
8		2012013418	2015	10	1	6	51	-16.99
4		2013012289	2016	5	20	10	55	-16.92
9		2014012443	2015	5	6	2	42	-4.62
6		2015010996	2015	7	27	1	40	-9.85
7		2012012246	2016	6	28	13	32	-8.46
6		2014011959	2015	10	11	20	16	-12.64
8		2012010500	2015	9	21	7	32	-15.63
11		2013010863	2016	10	3	6	8	-15.31
12		2015011758	2015	3	14	14	0	-17.10
8		2012013749	2016	8	1	7	40	-20.36
2		2015011373	2016	7	25	14	16	-14.84
8		2013010991	2016	8	6	1	45	-16.27
1		2012010039	2015	10	22	23	24	-8.71
12		2015013231	2016	2	2	17	46	-6.62
9		2014010085	2016	5	3	18	52	-16.49
14		2013011508	2016	9	12	20	46	185.08
4		2012011172	2016	12	25	21	54	-16.84
8		2014011535	2015	6	20	19	48	-6.81
14		2014011491	2015	9	21	21	48	271.69
2		2014012539	2015	12	2	8	45	-6.16
10		2013010871	2016	11	24	1	0	-3.14
7		2012013135	2016	6	2	15	57	-8.80
14		2012011015	2015	5	25	9	21	-10.92
1		2012013162	2015	6	6	0	3	-16.66
1		2012010211	2016	5	9	2	39	-17.16
7		2014010847	2016	10	22	11	9	-4.01
5		2012011306	2016	5	22	22	37	-19.03
7		2013012717	2015	6	5	20	39	-19.03
10		2013011137	2015	5	3	4	46	-19.46
11		2015012074	2016	8	24	7	8	32.76
8		2013011055	2016	1	9	6	22	-21.62
7		2014011306	2015	10	17	17	50	-21.48
4		2013012765	2015	10	11	8	3	-19.27
5		2013012774	2015	4	6	5	30	-9.45
10		2012013363	2016	7	18	6	23	-20.47
7		2014010535	2015	4	23	14	28	-16.58
13		2015011855	2015	2	14	20	57	-10.04
9		2012011389	2016	5	21	0	17	-10.24
14		2014013784	2016	10	1	14	49	-14.15
14		2012012137	2015	4	30	10	1	-13.35
10		2012013429	2015	6	14	20	3	-10.11
5		2012011358	2015	4	26	23	11	-18.80
4		2012011072	2015	10	20	3	34	-9.32
10		2015012607	2016	4	22	3	16	-9.93
7		2013012711	2015	7	4	9	40	-6.12
3		2014013207	2016	7	3	11	18	-13.74
1		2015013100	2016	2	2	18	19	250.41
7		2012011416	2016	4	26	9	12	-11.89
11		2013010396	2016	1	23	17	0	-3.46
2		2012010308	2016	12	16	23	38	-22.63
3		2015010730	2016	8	24	16	22	-18.86
12		2015010190	2016	7	22	19	22	-19.15
14		2015010219	2016	10	8	7	38	333.00
6		2014012732	2015	12	28	15	15	-14.43
6		2013012320	2016	8	8	17	7	-6.90
6		2014010944	2016	5	26	2	7	-6.47
2		2012011443	2016	5	20	14	19	-13.06
9		2015010322	2016	5	28	12	7	244.84
8		2013010942	2016	5	29	14	59	-10.62
14		2015010164	2015	7	10	4	7	-13.01
5		2013012423	2016	3	19	16	6	-4.82
5		2012010188	2016	11	16	5	28	227.30
3		2013012207	2016	7	23	19	21	126.79
8		2015011873	2016	9	10	3	45	-11.80
14		2012012913	2016	6	11	20	21	85.98
2		2014012927	2015	7	6	17	45	-22.25
2		2012010243	2016	12	10	23	13	-4.27
12		2015011707	2016	11	14	14	28	-5.52
12		2015010144	2015	1	6	15	7	-18.40
7		2015013630	2016	4	14	3	34	-14.96
3		2012010156	2015	4	6	5	41	-12.08
4		2014012880	2015	10	23	15	49	-8.63
5		2013013135	2016	12	13	2	22	-8.64
9		2015011325	2015	3	3	15	6	-18.60
2		2015010264	2015	11	5	19	58	-18.05
6		2015010323	2015	8	1	14	11	-19.57
10		2012011576	2016	12	31	13	16	-12.62
11		2012011520	2015	1	16	4	21	-9.49
14		2012013546	2016	3	21	17	35	-8.61
11		2013010063	2016	1	15	5	7	-10.87
3		2015012826	2015	9	13	19	36	-17.39
5		2015013320	2016	11	16	1	13	-5.38
5		2015012053	2015	6	12	13	45	-8.61
6		2013010049	2016	8	10	21	40	-18.05
11		2014013891	2016	11	25	23	18	-16.08
14		2012013316	2015	9	18	20	52	-6.31
2		2015013625	2015	9	29	5	51	-12.45
3		2015010337	2016	9	12	16	58	-5.46
6		2015010965	2015	2	20	20	52	-3.53
14		2015011496	2016	6	12	15	59	-16.51
12		2015013437	2015	5	12	13	11	-7.42
7		2012013847	2015	4	26	1	41	-16.69
9		2014012526	2015	1	11	11	23	-5.46
8		2012010018	2016	7	20	14	43	-8.40
6		2013010148	2015	9	16	18	25	-12.83
12		2014011465	2015	3	31	7	34	-16.13
7		2015012630	2015	1	9	9	5	198.76
6		2013012801	2016	7	22	6	5	-6.30
3		2014011163	2015	8	2	22	22	114.80
1		2012010384	2015	8	5	16	21	-13.81
11		2015012184	2015	10	16	8	7	-16.82
13		2014011215	2016	2	15	23	26	-13.42
9		2012012954	2016	5	30	5	40	-6.14
12		2012010335	2015	6	1	5	33	-14.52
7		2012010424	2015	6	26	0	26	-15.38
2		2014010646	2015	5	2	13	51	-10.76
11		2013012647	2015	12	17	15	40	258.22
7		2015012467	2016	4	1	18	51	-17.47
13		2013011508	2015	6	4	21	23	-22.75
12		2012011482	2015	1	9	2	29	-16.51
9		2012012400	2016	12	28	15	41	-16.43
9		2012010720	2016	9	19	9	20	-12.89
4		2014013732	2015	9	11	10	11	-6.84
6		2015010221	2016	10	9	7	24	-16.52
10		2014012048	2015	6	18	20	35	-6.99
8		2012011443	2016	2	13	22	2	-5.67
9		2012012939	2015	10	6	23	4	-6.30
11		2014013791	2016	2	16	13	38	-17.57
9		2015010152	2016	11	5	6	55	-7.61
2		2012010884	2016	2	17	13	25	-10.76
6		2013012651	2016	4	25	7	29	-5.00
13		2015011875	2016	6	26	6	19	-22.98
13		2013010210	2016	5	21	3	13	-7.74
8		2015011322	2015	5	12	18	34	-13.82
10		2013012452	2016	12	24	21	58	-10.10
10		2014011097	2015	5	24	16	51	-11.72
12		2012010358	2016	6	18	19	50	313.26
6		2015012497	2015	4	22	16	20	-5.91
10		2012012296	2016	3	12	1	40	9.01
4		2013011902	2015	11	4	4	14	-17.18
1		2015011351	2016	7	7	10	40	-6.40
11		2014011635	2016	11	22	5	34	-4.93
1		2014011373	2015	5	15	5	17	-12.86
9		2014010946	2015	12	6	19	18	275.25
3		2014012556	2015	11	14	20	26	-15.74
14		2014010199	2015	10	9	21	56	-9.21
8		2015011924	2016	2	12	13	35	-7.85
12		2012013573	2016	1	26	10	15	-8.56
9		2013013769	2015	7	26	6	29	-11.95
11		2013010026	2016	8	31	14	18	-21.86
1		2013011973	2015	3	13	23	53	-8.35
13		2014010413	2016	10	6	23	43	-17.48
2		2012012608	2015	4	16	18	7	-10.57
10		2013011039	2015	1	18	12	29	-6.64
3		2015011567	2015	12	29	0	29	-22.75
1		2013013513	2016	5	2	19	5	-10.40
14		2015012424	2016	1	25	11	10	369.59
5		2015010386	2015	7	10	5	40	-18.80
13		2015010138	2016	11	25	7	47	207.17
2		2012010164	2016	11	4	17	31	-18.03
13		2013013163	2015	4	10	11	9	-21.14
9		2013012735	2015	12	6	15	54	-21.33
